Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Nigeria,NGA,2020,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,5.51142038210546
Nigeria,NGA,2019,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,9.74276929079453
Nigeria,NGA,2018,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,8.98849316956346
Nigeria,NGA,2017,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.19973340402445
Nigeria,NGA,2016,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,3.83095291372473
Nigeria,NGA,2015,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,4.67801173321276
Nigeria,NGA,2014,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,4.92113909246979
Nigeria,NGA,2013,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,4.75709659850913
Nigeria,NGA,2012,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,5.78291610923874
Nigeria,NGA,2011,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.90316170086259
Nigeria,NGA,2010,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.75407462781433
Nigeria,NGA,2009,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,7.09045171262174
Nigeria,NGA,2008,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,7.84509941300352
Nigeria,NGA,2007,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,7.18056542007534
Nigeria,NGA,2006,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.87084039970996
Nigeria,NGA,2005,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,4.77821525066098
Nigeria,NGA,2004,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.82569146145542
Nigeria,NGA,2003,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,8.75763637764361
Nigeria,NGA,2002,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,7.80559780781075
Nigeria,NGA,2001,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,8.50043902967452
Nigeria,NGA,2000,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,7.39136809208193
Nigeria,NGA,1999,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,7.50427600787475
Nigeria,NGA,1998,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,2.6350167763829
Nigeria,NGA,1997,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,3.07967763057642
Nigeria,NGA,1996,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,3.41053333534702
Nigeria,NGA,1995,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,3.69126035106187
Nigeria,NGA,1994,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,9.98304719462376
Nigeria,NGA,1993,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,14.0114164640335
Nigeria,NGA,1992,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,5.98898078606214
Nigeria,NGA,1991,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.78897944190733
Nigeria,NGA,1990,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,5.44355317434006
Nigeria,NGA,1989,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,4.37774594677295
Nigeria,NGA,1988,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,2.35201719313791
Nigeria,NGA,1987,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,2.08036956357271
Nigeria,NGA,1986,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,2.47508975267054
Nigeria,NGA,1985,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,2.67325711211189
Nigeria,NGA,1984,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,3.03757762316399
Nigeria,NGA,1983,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,2.86906470458465
Nigeria,NGA,1982,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,2.76964128409752
Nigeria,NGA,1981,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,3.61819280269974
Nigeria,NGA,1980,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,9.98737734168304
Nigeria,NGA,1979,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,9.43761904919994
Nigeria,NGA,1978,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,10.5235360628594
Nigeria,NGA,1977,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,11.4195614012887
Nigeria,NGA,2020,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,38.6902055440784
Nigeria,NGA,2019,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,43.7444082497325
Nigeria,NGA,2018,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,44.6928458544704
Nigeria,NGA,2017,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,35.4768704091571
Nigeria,NGA,2016,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,31.5501786575158
Nigeria,NGA,2015,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,24.5808053804292
Nigeria,NGA,2014,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,35.259186018729
Nigeria,NGA,2013,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,29.5062659536828
Nigeria,NGA,2012,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,28.8388401830127
Nigeria,NGA,2011,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,36.1375635550473
Nigeria,NGA,2010,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,31.5268104206602
Nigeria,NGA,2009,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,38.1382285987765
Nigeria,NGA,2008,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,27.2534552104702
Nigeria,NGA,2007,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,41.0815896883116
Nigeria,NGA,2006,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,50.4488053630663
Nigeria,NGA,2005,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,53.4226367433655
Nigeria,NGA,2003,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,46.1356379305208
Nigeria,NGA,2002,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,60.5200144916546
Nigeria,NGA,2001,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,60.5199498985414
Nigeria,NGA,2000,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,60.5199588163233
Nigeria,NGA,1999,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,60.5661229767412
Nigeria,NGA,1998,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,43.4300911949097
Nigeria,NGA,1997,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,43.3311740363769
Nigeria,NGA,1996,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,62.6080430926576
Nigeria,NGA,1995,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,56.5807043128857
Nigeria,NGA,1994,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,43.8300446057308
Nigeria,NGA,1993,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,54.82683695239
Nigeria,NGA,1992,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,25.1302632136468
Nigeria,NGA,1991,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,17.2416695032187
Nigeria,NGA,1990,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,35.4737152157129
Nigeria,NGA,1989,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,24.1232836115776
Nigeria,NGA,1988,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,36.9791666666667
Nigeria,NGA,1987,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,49.2430734075979
Nigeria,NGA,1986,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,49.7681607418855
Nigeria,NGA,1985,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,40.4054054054053
Nigeria,NGA,1984,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,45.6127628716461
Nigeria,NGA,1983,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,32.8314997104806
Nigeria,NGA,1982,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,32.3998276604911
Nigeria,NGA,1981,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,31.797680412371
Nigeria,NGA,1980,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,44.8442906574394
Nigeria,NGA,1979,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,50.6750241080039
Nigeria,NGA,1978,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,36.8700265251988
Nigeria,NGA,1977,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,49.7379912663756
Nigeria,NGA,2020,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,7315630245.42468
Nigeria,NGA,2019,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,12421981316.0654
Nigeria,NGA,2018,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,14325313970.563
Nigeria,NGA,2017,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,10706112596.6446
Nigeria,NGA,2016,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,7506276971.15367
Nigeria,NGA,2015,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,13638522240.8851
Nigeria,NGA,2014,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,20795111098.2989
Nigeria,NGA,2013,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,26401399678.0404
Nigeria,NGA,2012,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,23041911736.7762
Nigeria,NGA,2011,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,23679612562.6652
Nigeria,NGA,2010,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,20437790389.2531
Nigeria,NGA,2009,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,15340770476.2762
Nigeria,NGA,2008,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,17405497198.6286
Nigeria,NGA,2007,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,14313849431.9358
Nigeria,NGA,2006,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,6476710730.52556
Nigeria,NGA,2005,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,3146068005.16984
Nigeria,NGA,2004,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2689277908.97637
Nigeria,NGA,2003,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,3324516231.13184
Nigeria,NGA,2002,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2853717495.40876
Nigeria,NGA,2001,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2996639883.12637
Nigeria,NGA,2000,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,3365466810.01142
Nigeria,NGA,1999,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2817655983.82466
Nigeria,NGA,1998,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,747594116.96442
Nigeria,NGA,1997,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,1038297641.40095
Nigeria,NGA,1996,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,982973508.790678
Nigeria,NGA,1995,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,927043072.759307
Nigeria,NGA,1994,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2986270230.95108
Nigeria,NGA,1993,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,3335475597.09321
Nigeria,NGA,1992,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2494089517.37549
Nigeria,NGA,1991,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2631178611.96883
Nigeria,NGA,1990,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2949191251.54422
Nigeria,NGA,1989,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2544422847.52948
Nigeria,NGA,1988,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2405131181.62649
